STATE,CITY,US REGION,US DISTRICT,AIRPORT CODE(S),AIRPORT DISTANCE (MI),MONTH,DATES,EVENT NAME,EVENT TYPE,EVENT URL,EVENT DESC URL 1,EVENT DESC URL 2,ANNIV/START YEAR,REVIEWS 1,REVIEWS - SOCIAL,WHAT TO DO?,EVENT DESC (1 SC),GOOD 4 KIDS?,ADMISSION (FREE/FEE),FEE DETAIL,TICKET LINK 1,TICKET LINK 2,WEBSITE CALIBER,LOC ATTR 1 - FOOD,ATTR 1 URL,LOC ATTR 2 - LEARN,ATTR 2 URL,LOC ATTR 3 - ACTIVE,ATTR 3 URL,LOC ATTR 4 - ARTS,ATTR 4 URL,CVB Contact,TOWN FUN FACT,EVENT URL,1ST EVENT THEME,EVENT MONTH COUNT,SEASON,Outreach dates,Last contact,Committed for Partner Portal,Commitment Comments,EVENT CONTACT NAME,PRIMARY EVENT CONTACT INFO,EVENT CONTACT INFO,CREDENTIALS SENT?,FOLLOW UP TO CREDENTIALS,TARGET DEMOGRAPHIC,EVENT COST,NEAREST AIRPORT,SECONDARY AIRPORT,MILES TO NEAREST AIRPORT,MILES TO SECOND AIRPORT,MASS TRANSIT AVAILABLE,EVENT URL JUN 7 2020
Georgia,Atlanta,South,South Atlantic,ATL,10,May,Late May,Atlanta Caribbean Carnival,Cultural Festival,http://www.atlantacarnival.org/,http://www.atlantacarnival.org/,https://www.atlantacarnival.org/carnival,Event since 2005 with current producers. First Atlanta carnival held in 1988.,,https://www.facebook.com/AtlantaCarnival/,"A&E, LEARN",Event raising awareness of the various Caribbean art forms and to working within the community to promote diversity and art education.,NA,FEE,$15-$20 event general (single day general admission). $30 and $100 event premium (for 2-day event bundle + VIP tickets also available).,https://www.atlantacarnival.org/,https://www.eventbrite.com/e/official-atlanta-caribbean-carnival-2019-2-day-event-bundle-tickets-46862598293,GOOD,"World of Coca Cola, Krog Street Market, Asian Square Plaza, Buford Highway Farmers Market, The Varsity","https://www.worldofcoca-cola.com/, http://www.krogstreetmarket.com/, https://asiansquareatl.com/restaurants-%26-shops, http://www.aofwc.com/index.html, https://www.thevarsity.com/","CNN Studio Tours, Martin Luther King Jr National Historic Park, Atlanta History Center, Ebenezer Baptist Church","http://tours.cnn.com/#, https://www.nps.gov/malu/index.htm, http://www.atlantahistorycenter.com/, https://ebenezeratl.org/","Centennial Olympic Park, Atlanta Botanical Garden","https://www.gwcca.org/park/, https://atlantabg.org/","Center for Puppetry Arts, Georgia Aquarium, College Football Hall of Fame, Museum of Design Atlanta","http://www.puppet.org/, https://www.georgiaaquarium.org/, https://www.cfbhall.com/, http://www.museumofdesign.org/",https://www.atlanta.net/acvb/,The only city burned down in the Civil War.,http://www.atlantacarnival.org/,A&E,8,SUMMER,"11/4/2015, 12/30/15, 2/24/2016, 4/13/2016, 7/14/2016, 8/22/2016, 10/6/2016, 11/7/2016, 12/5/2016, 1/3/2017",3/22/2018,PENDING,7/21 response from PR woman Lorpu Cooper - sent partner handout; Missed call on 12/21; wrote follow up on 12/30,"Lorpu Cooper (PR), Patricia Henry (President), Karen David(Secretary/Sponsorship/Fundraising)","179lorpu@gmail.com, president.atlantacarnival@gmail.com","(770) 837-6375, (678) 964-5737 Google Number (Karen #s), president.atlantacarnival@gmail.com, secretary.atlantacarnival@gmail.com, sponsorship.atlantacarnival@gmail.com, 404-519-6120 (Patricia Henry - President), 179lorpu@gmail.com",,,,,,,,,,http://www.atlantacarnival.org/
Georgia,Atlanta,South,South Atlantic,ATL,10,Jan,Mid/Late Jan,Atlanta Cultural Fest,,https://atlantafi.com/atlanta-cultural-fest-2019/,https://atlantafi.com/atlanta-cultural-fest-2019/,,Founded in XXXX.,,Not Found,"LEARN, A&E","Atlanta Cultural Fest is a three day event geared towards encouraging the further acceptance and appreciation for African culture in Atlanta. From networking opportunities to showcases and workshops, ACF will use a weekend to immerse you in all things Africa. Special guests, mixing and mingling, cultural cuisine, and an all around good time.",N/A,FEE,$65 event general (+ extra fee).,,https://www.eventbrite.com/e/atlanta-cultural-fest-tickets-49537294381?aff=ebdssbdestsearch#tickets,,,,,,,,,,,,https://atlantafi.com/atlanta-cultural-fest-2019/,LEA,9,SUMMER,,,,,,,,,,,,,,,,,https://atlantafi.com/atlanta-cultural-fest-2019/
Georgia,Atlanta,South,South Atlantic,ATL,10,Sept,Mid Sept,Atlanta DocuFest,Film Festival,http://www.docufest.com/,http://www.docufest.com/,http://www.docufest.com/info.html,13th annual in 2018.,,https://www.facebook.com/docufest/,A&E,Special event featuring the best independent documentary films from across the globe.,NA,FEE,$50 VIP. $20 Day Pass. $10 per screening.,https://filmfreeway.com/docufest/tickets,http://www.docufest.com/schedule2018.html,FAIR,"World of Coca Cola, Krog Street Market, Asian Square Plaza, Buford Highway Farmers Market, The Varsity","https://www.worldofcoca-cola.com/, http://www.krogstreetmarket.com/, https://asiansquareatl.com/restaurants-%26-shops, http://www.aofwc.com/index.html, https://www.thevarsity.com/","CNN Studio Tours, Martin Luther King Jr National Historic Park, Atlanta History Center, Ebenezer Baptist Church","http://tours.cnn.com/#, https://www.nps.gov/malu/index.htm, http://www.atlantahistorycenter.com/, https://ebenezeratl.org/","Centennial Olympic Park, Atlanta Botanical Garden","https://www.gwcca.org/park/, https://atlantabg.org/","Center for Puppetry Arts, Georgia Aquarium, College Football Hall of Fame, Museum of Design Atlanta","http://www.puppet.org/, https://www.georgiaaquarium.org/, https://www.cfbhall.com/, http://www.museumofdesign.org/",https://www.atlanta.net/acvb/,The only city burned down in the Civil War.,http://www.docufest.com/,A&E,5,SPRING,6/20/2016,,,,Atlanta Film Series,,atldocufest@gmail.com,,,,,,,,,,http://www.docufest.com/
Georgia,Atlanta,South,South Atlantic,ATL,10,Apr,Early Apr,Atlanta Dogwood Festival,Community Festival,http://www.dogwood.org/,http://www.dogwood.org/,https://dogwood.org/about/festival-schedule/,83rd annual in 2019.,,https://www.facebook.com/atlantadogwoodfestival/,A&E,"Family-friendly community festival featuring entertainment, rides, games, food and more.",YES,FREE,Fee for Family Friday wristbands for all rides and inflatables. $12 advance and $15 on site.,https://dogwood.org/about/faq/,https://dogwood.org/about/festival-schedule/,GOOD,"World of Coca Cola, Krog Street Market, Asian Square Plaza, Buford Highway Farmers Market, The Varsity","https://www.worldofcoca-cola.com/, http://www.krogstreetmarket.com/, https://asiansquareatl.com/restaurants-%26-shops, http://www.aofwc.com/index.html, https://www.thevarsity.com/","CNN Studio Tours, Martin Luther King Jr National Historic Park, Atlanta History Center, Ebenezer Baptist Church","http://tours.cnn.com/#, https://www.nps.gov/malu/index.htm, http://www.atlantahistorycenter.com/, https://ebenezeratl.org/","Centennial Olympic Park, Atlanta Botanical Garden","https://www.gwcca.org/park/, https://atlantabg.org/","Center for Puppetry Arts, Georgia Aquarium, College Football Hall of Fame, Museum of Design Atlanta","http://www.puppet.org/, https://www.georgiaaquarium.org/, https://www.cfbhall.com/, http://www.museumofdesign.org/",https://www.atlanta.net/acvb/,The only city burned down in the Civil War.,http://www.dogwood.org/,A&E,10,FALL,"11/4/2015, 1/7/2016, 2/24/2016",2/24/2016,YES,Andi responded and connected me with Carrie for assets,"Andi Frey - Principal (Launch Atlanta), Executive Director, Brian Hill; Event Manager, Lanna Rudeseal","andi@launchatlanta.com, carrie@launchatlanta.com","carrie@launchatlanta.com, andi@launchatlanta.com, Brian.Hill@dogwood.org, coordinator@dogwood.org",YES,"5/5/2016, 6/20/2016, 8/15/2016",,,,,,,,http://www.dogwood.org/
Georgia,Atlanta,South,South Atlantic,ATL,10,Apr,Early Apr,Atlanta Film Festival,Film Festival,http://atlantafilmfestival.com/,http://atlantafilmfestival.com/,https://www.atlantafilmfestival.com/about,42nd year in 2018.,,https://www.facebook.com/atlantafilmfestival,A&E,"One of the largest and longest-running festival in the country, where audiences can discover hundreds of new independent, international, animated, documentary, and short films.",NA,FEE,$100 for Movie Hopper badge (see as many movies for as little as possible. Other badges available for different prices and access. $175 Film Badge to see as many movies as possible and be admitted in first group.,https://www.atlantafilmfestival.com/badges,https://www.atlantafilmfestival.com/2018-festival/,GOOD,"World of Coca Cola, Krog Street Market, Asian Square Plaza, Buford Highway Farmers Market, The Varsity","https://www.worldofcoca-cola.com/, http://www.krogstreetmarket.com/, https://asiansquareatl.com/restaurants-%26-shops, http://www.aofwc.com/index.html, https://www.thevarsity.com/","CNN Studio Tours, Martin Luther King Jr National Historic Park, Atlanta History Center, Ebenezer Baptist Church","http://tours.cnn.com/#, https://www.nps.gov/malu/index.htm, http://www.atlantahistorycenter.com/, https://ebenezeratl.org/","Centennial Olympic Park, Atlanta Botanical Garden","https://www.gwcca.org/park/, https://atlantabg.org/","Center for Puppetry Arts, Georgia Aquarium, College Football Hall of Fame, Museum of Design Atlanta","http://www.puppet.org/, https://www.georgiaaquarium.org/, https://www.cfbhall.com/, http://www.museumofdesign.org/",https://www.atlanta.net/acvb/,The only city burned down in the Civil War.,http://atlantafilmfestival.com/,A&E,11,FALL,"11/4/2015, 4/13/2016, 6/15/2016, 9/22/2016, 10/10/2016, 11/7/2016, 12/5/2016, 1/3/2017",1/3/2017,PENDING - follow up when site live,9/27 Cameron responded and sent him partner handout,"Cameron McAllister (Mktg), Lucy Doughty (Mktg), Rick Kern & Brooke Anglin (Sponsorship)",cameron@atlantafilmsociety.org,"info@atlantafilmfestival.com, cameron@atlantafilmsociety.org, lucy@atlantafilmsociety.org,",,,,,,,,,,http://atlantafilmfestival.com/
Georgia,Atlanta,South,South Atlantic,ATL,10,May/Jun,Late May/Early Jun,Atlanta Food & Wine Festival,Food & Wine Festival,http://atlfoodandwinefestival.com/,https://atlfoodandwinefestival.com/faqs/,https://atlfoodandwinefestival.com/experiences/,Created in 2010 per FB.,,https://www.facebook.com/AtlantaFoodandWineFestival,TASTEBUDS,Event shines an international spotlight on the rich food and beverage traditions of the South from Texas to DC.,NO,FEE,Tasting Tent pass $75 in advance or $100 later. Day pass $150 early/$175 later. Weekend pass $370 in advance or $435 later.,https://www.bigtickets.com/e/index.cfm?d1=afwf&d2=2018,https://atlfoodandwinefestival.com/faqs/,GOOD,"World of Coca Cola, Krog Street Market, Asian Square Plaza, Buford Highway Farmers Market, The Varsity","https://www.worldofcoca-cola.com/, http://www.krogstreetmarket.com/, https://asiansquareatl.com/restaurants-%26-shops, http://www.aofwc.com/index.html, https://www.thevarsity.com/","CNN Studio Tours, Martin Luther King Jr National Historic Park, Atlanta History Center, Ebenezer Baptist Church","http://tours.cnn.com/#, https://www.nps.gov/malu/index.htm, http://www.atlantahistorycenter.com/, https://ebenezeratl.org/","Centennial Olympic Park, Atlanta Botanical Garden","https://www.gwcca.org/park/, https://atlantabg.org/","Center for Puppetry Arts, Georgia Aquarium, College Football Hall of Fame, Museum of Design Atlanta","http://www.puppet.org/, https://www.georgiaaquarium.org/, https://www.cfbhall.com/, http://www.museumofdesign.org/",https://www.atlanta.net/acvb/,The only city burned down in the Civil War.,http://atlfoodandwinefestival.com/,TAS,3,WINTER,"11/4/2015, 4/13/2016, 6/20/2016, 9/22/2016, 10/31/2016, 11/28/2016, 2/13/2017, 11/1/2017",,,,,,"info@atlfoodandwinefestival.com, (404) 474-7330",,,,,,,,,,http://atlfoodandwinefestival.com/
Georgia,Atlanta,South,South Atlantic,ATL,10,Sept,Late Sept,Atlanta Greek Festival,Cultural Festival,http://www.atlantagreekfestival.org/,http://www.atlantagreekfestival.org/,https://www.atlantagreekfestival.org/information,44th annual in 2018.,,https://www.facebook.com/AtlantaGreekFestival/,"TASTEBUDS, A&E, LEARN","Food and wine festival featuring authentic Greek cuisine, decadent desserts, live music, entertainment, dancing, kids activities, handcrafts - set in an authentic Greek cultural experience.",YES,FEE,$5.00 per person. Free Admission for Children 12 & Under.,https://www.atlantagreekfestival.org/information/,https://www.freshtix.com/events/atlanta-greek-festival-2018,GOOD,"World of Coca Cola, Krog Street Market, Asian Square Plaza, Buford Highway Farmers Market, The Varsity","https://www.worldofcoca-cola.com/, http://www.krogstreetmarket.com/, https://asiansquareatl.com/restaurants-%26-shops, http://www.aofwc.com/index.html, https://www.thevarsity.com/","CNN Studio Tours, Martin Luther King Jr National Historic Park, Atlanta History Center, Ebenezer Baptist Church","http://tours.cnn.com/#, https://www.nps.gov/malu/index.htm, http://www.atlantahistorycenter.com/, https://ebenezeratl.org/","Centennial Olympic Park, Atlanta Botanical Garden","https://www.gwcca.org/park/, https://atlantabg.org/","Center for Puppetry Arts, Georgia Aquarium, College Football Hall of Fame, Museum of Design Atlanta","http://www.puppet.org/, https://www.georgiaaquarium.org/, https://www.cfbhall.com/, http://www.museumofdesign.org/",https://www.atlanta.net/acvb/,The only city burned down in the Civil War.,http://www.atlantagreekfestival.org/,TAS,7,SUMMER,"11/4/2015, 4/27/2016, 6/20/2016, 7/14/2016, 8/22/2016, 10/10/2016, 11/7/2016, 12/5/2016",12/5/2016,NO,3/22/18 decided not to pursue this event; 12/5/2016 email to office@ email failed/was rejected; 6/20 sent partner info sheet,Greek Orthodox Cathedral,,"office@atlgoc.org, 404.633.5870",,,,,,,,,,http://www.atlantagreekfestival.org/
Georgia,Atlanta,South,South Atlantic,ATL,10,Jun,Early/Mid Jun,Atlanta Greek Picnic,Community Festival,http://www.atlantagreekpicnic.com/,http://www.atlantagreekpicnic.com/,https://atlantagreekpicnic.com/category/agp/,14th annual in 2018.,,https://www.facebook.com/atlantagreekpicnic/,"A&E, LEARN",Fun and entertaining Greek weekend celebrating members of the Divine 9 Black Fraternity and sororities.,NA,FEE,Details not available.,http://www.atlantagreekpicnic.com/events/,http://www.atlantagreekpicnic.com/vip-card/,FAIR,"World of Coca Cola, Krog Street Market, Asian Square Plaza, Buford Highway Farmers Market, The Varsity","https://www.worldofcoca-cola.com/, http://www.krogstreetmarket.com/, https://asiansquareatl.com/restaurants-%26-shops, http://www.aofwc.com/index.html, https://www.thevarsity.com/","CNN Studio Tours, Martin Luther King Jr National Historic Park, Atlanta History Center, Ebenezer Baptist Church","http://tours.cnn.com/#, https://www.nps.gov/malu/index.htm, http://www.atlantahistorycenter.com/, https://ebenezeratl.org/","Centennial Olympic Park, Atlanta Botanical Garden","https://www.gwcca.org/park/, https://atlantabg.org/","Center for Puppetry Arts, Georgia Aquarium, College Football Hall of Fame, Museum of Design Atlanta","http://www.puppet.org/, https://www.georgiaaquarium.org/, https://www.cfbhall.com/, http://www.museumofdesign.org/",https://www.atlanta.net/acvb/,The only city burned down in the Civil War.,http://www.atlantagreekpicnic.com/,A&E,6,SPRING,4/25/2016,,,4/25 email judged to be spam,,,sponsor@atlantagreekpicnic.com,,,,,,,,,,http://www.atlantagreekpicnic.com/
Georgia,Atlanta,South,South Atlantic,ATL,10,Oct,Mid/Late Oct,Atlanta Horror Film Festival,Film Festival,http://www.atlantahorrorfilmfest.com/,http://www.atlantahorrorfilmfest.com/,http://www.atlantahorrorfilmfest.com/info.html,Founded in 2006.,,https://www.facebook.com/atlantahorrorfilmfest,A&E,Event showcasing incredible independent horror features and shorts.,NA,FEE,$25 Day pass. $50 for 3-day pass.,http://www.atlantahorrorfilmfest.com/schedule.html,https://filmfreeway.com/atlantahorrorfest/tickets,FAIR,"World of Coca Cola, Krog Street Market, Asian Square Plaza, Buford Highway Farmers Market, The Varsity","https://www.worldofcoca-cola.com/, http://www.krogstreetmarket.com/, https://asiansquareatl.com/restaurants-%26-shops, http://www.aofwc.com/index.html, https://www.thevarsity.com/","CNN Studio Tours, Martin Luther King Jr National Historic Park, Atlanta History Center, Ebenezer Baptist Church","http://tours.cnn.com/#, https://www.nps.gov/malu/index.htm, http://www.atlantahistorycenter.com/, https://ebenezeratl.org/","Centennial Olympic Park, Atlanta Botanical Garden","https://www.gwcca.org/park/, https://atlantabg.org/","Center for Puppetry Arts, Georgia Aquarium, College Football Hall of Fame, Museum of Design Atlanta","http://www.puppet.org/, https://www.georgiaaquarium.org/, https://www.cfbhall.com/, http://www.museumofdesign.org/",https://www.atlanta.net/acvb/,The only city burned down in the Civil War.,http://www.atlantahorrorfilmfest.com/,A&E,9,SUMMER,6/20/2016,,,,Atlanta Film Series,,atlantahorrorfilmfest@gmail.com,,,,,,,,,,http://www.atlantahorrorfilmfest.com/
Georgia,Atlanta,South,South Atlantic,ATL,10,Jul,Late Jul,Atlanta Ice Cream Festival,Food Festival,http://atlantaicecreamfestival.com/,http://atlantaicecreamfestival.com/,,8th annual in 2018.,,https://www.facebook.com/pg/atlantaicecreamfest/reviews/,TASTEBUDS,"Enjoy tasty ice cream treats, live entertainment and lots of family-friendly fun.",YES,FREE,,https://www.atlantaicecreamfestival.com/faq/,,GOOD,"World of Coca Cola, Krog Street Market, Asian Square Plaza, Buford Highway Farmers Market, The Varsity","https://www.worldofcoca-cola.com/, http://www.krogstreetmarket.com/, https://asiansquareatl.com/restaurants-%26-shops, http://www.aofwc.com/index.html, https://www.thevarsity.com/","CNN Studio Tours, Martin Luther King Jr National Historic Park, Atlanta History Center, Ebenezer Baptist Church","http://tours.cnn.com/#, https://www.nps.gov/malu/index.htm, http://www.atlantahistorycenter.com/, https://ebenezeratl.org/","Centennial Olympic Park, Atlanta Botanical Garden","https://www.gwcca.org/park/, https://atlantabg.org/","Center for Puppetry Arts, Georgia Aquarium, College Football Hall of Fame, Museum of Design Atlanta","http://www.puppet.org/, https://www.georgiaaquarium.org/, https://www.cfbhall.com/, http://www.museumofdesign.org/",https://www.atlanta.net/acvb/,The only city burned down in the Civil War.,http://atlantaicecreamfestival.com/,TAS,9,SUMMER,"11/4/2015, 4/13/2016, 6/20/2016, 9/22/2016, 10/31/2016, 1/3/2017, 1/16/2018",3/22/2018,YES/PENDING,"1/16/18 followed up on credentials and event setup; 1/5/17 Kevin James responded and asked for credentials to see the site further; 10/31 team asked for partner handout, said will contact me with further interest","Melissa Fox (Media/PR), Kevin James (Founder/Director)","info2017@atlantaicecreamfestival.com, james@atlantaicecreamfestival.com","info2015@atlantaicecreamfestival.com, (678) 964-5944, INFO2016@ATLANTAICECREAMFESTIVAL.COM, Form on website, melisa@foxmediaprinc.com, 678-439-9641 (Melissa), info2017@atlantaicecreamfestival.com, james@atlantaicecreamfestival.com",YES,,,,,,,,,http://atlantaicecreamfestival.com/
Georgia,Atlanta,South,South Atlantic,ATL,10,May,Late May,Atlanta Jazz Festival,Music Festival,http://atlantafestivals.com/,http://atlantafestivals.com/,https://atlantafestivals.com/history/,Established in 1978.,,https://www.facebook.com/atlantajazzfestival,A&E,One of the country's largest free jazz festivals showcasing jazz legends and up-and-coming jazz greats.,YES,FREE,,http://atlantafestivals.com/about/,,GOOD,"World of Coca Cola, Krog Street Market, Asian Square Plaza, Buford Highway Farmers Market, The Varsity","https://www.worldofcoca-cola.com/, http://www.krogstreetmarket.com/, https://asiansquareatl.com/restaurants-%26-shops, http://www.aofwc.com/index.html, https://www.thevarsity.com/","CNN Studio Tours, Martin Luther King Jr National Historic Park, Atlanta History Center, Ebenezer Baptist Church","http://tours.cnn.com/#, https://www.nps.gov/malu/index.htm, http://www.atlantahistorycenter.com/, https://ebenezeratl.org/","Centennial Olympic Park, Atlanta Botanical Garden","https://www.gwcca.org/park/, https://atlantabg.org/","Center for Puppetry Arts, Georgia Aquarium, College Football Hall of Fame, Museum of Design Atlanta","http://www.puppet.org/, https://www.georgiaaquarium.org/, https://www.cfbhall.com/, http://www.museumofdesign.org/",https://www.atlanta.net/acvb/,The only city burned down in the Civil War.,http://atlantafestivals.com/,A&E,5,SPRING,"11/4/2015, 4/13/2016, 6/20/2016, 9/22/2016, 10/31/2016, 11/7/2016, 12/5/2016, 1/3/2017",1/16/2018,YES,"1/16/18 auto-reply from Laura's account said Corey Punzi is new contact; 1/3 Laura responded and asked for credentials; 10/31 Laura responded and said were interested, sent partnership handout",Corey Punzi (Sponsorship),cpunzi@atlantaga.gov,"crlove@atlantaga.gov, 404-546-6823, atlantajazz@atlantaga.gov, lmoody@atlantaga.gov (OLD), jazzteers@atlantaga.gov, 404-546-6826 (Laura), cpunzi@atlantaga.gov, 404.546.6826 (Mayor's office of cultural affairs)",YES,,,,,,,,,http://atlantafestivals.com/
